SK_ID_CURR,TARGET
100288,0.0
100513,0.0
100550,0.0
100999,0.0
101022,0.0
101156,0.0
101266,0.0
101420,1.0
101473,0.0
101713,0.0
101826,0.0
102041,0.0
102356,0.0
102366,0.0
102495,0.0
102603,0.0
103006,0.0
103063,0.0
103161,0.0
103200,0.0
103254,0.0
103382,0.0
103780,0.0
103809,0.0
103897,0.0
104020,0.0
104088,0.0
104283,0.0
104708,0.0
104809,0.0
104843,0.0
104848,0.0
104851,0.0
104853,0.0
105253,0.0
105429,0.0
105507,0.0
105645,0.0
105675,0.0
105690,0.0
105941,0.0
106066,1.0
106070,0.0
106312,0.0
106350,0.0
106410,0.0
106463,0.0
106556,0.0
106615,0.0
106947,0.0
107166,0.0
107263,0.0
107310,0.0
107336,0.0
107744,0.0
107816,0.0
107947,0.0
107990,0.0
108013,0.0
108535,0.0
108577,0.0
108950,0.0
109104,0.0
109140,0.0
109307,0.0
109341,0.0
109569,0.0
109946,0.0
110144,0.0
110213,0.0
110404,0.0
110885,0.0
110928,0.0
111061,0.0
111161,0.0
111739,0.0
111795,0.0
111903,0.0
111947,0.0
112137,0.0
112185,0.0
112276,0.0
112613,0.0
112858,0.0
112953,0.0
113140,0.0
113230,0.0
113231,0.0
114025,0.0
114030,0.0
114264,0.0
114362,0.0
114452,0.0
114530,1.0
114565,0.0
114705,0.0
114814,0.0
114833,1.0
114890,0.0
114934,0.0
115186,0.0
115252,0.0
115496,0.0
115757,0.0
115834,0.0
115835,0.0
115979,1.0
116032,0.0
116080,0.0
116147,0.0
116295,0.0
116644,0.0
116710,0.0
116847,0.0
116936,0.0
116967,0.0
117071,0.0
117227,0.0
117472,0.0
117494,0.0
117747,0.0
117868,0.0
117963,1.0
118098,0.0
118364,0.0
118506,1.0
118773,0.0
119165,1.0
119354,0.0
119357,1.0
119366,0.0
119379,0.0
119523,0.0
119665,0.0
119666,0.0
119769,0.0
119809,0.0
119986,0.0
120095,0.0
120316,0.0
120328,0.0
120728,1.0
120822,0.0
120940,0.0
121148,0.0
121169,0.0
121249,0.0
121253,0.0
121486,0.0
121536,0.0
121610,0.0
121975,0.0
122565,0.0
122723,0.0
122786,0.0
123042,0.0
123284,0.0
123332,0.0
123653,0.0
123845,0.0
123914,0.0
123954,0.0
124062,0.0
124076,0.0
125138,0.0
125165,0.0
125284,0.0
125585,0.0
125707,0.0
125751,0.0
125768,0.0
125870,1.0
125900,0.0
125940,0.0
126015,0.0
126050,1.0
126309,0.0
126483,0.0
126534,1.0
126745,0.0
126789,1.0
126846,0.0
126970,0.0
127051,0.0
127319,0.0
127405,0.0
127459,0.0
127539,0.0
127794,0.0
127795,0.0
128028,0.0
128084,0.0
128234,0.0
128251,0.0
128333,1.0
128393,0.0
128420,0.0
