SK_ID_CURR,TARGET
100203,0.0
100272,0.0
100597,0.0
100728,0.0
100833,0.0
101065,0.0
101144,0.0
101516,1.0
101862,0.0
101876,0.0
101964,0.0
102388,0.0
102964,0.0
103076,0.0
103165,0.0
103262,0.0
103296,1.0
103403,0.0
103411,0.0
103691,0.0
104103,0.0
104589,0.0
104854,0.0
105026,0.0
105240,0.0
105291,0.0
105699,0.0
106064,0.0
106125,0.0
106149,0.0
106185,0.0
106207,0.0
106801,0.0
107143,0.0
107298,0.0
107363,0.0
107719,1.0
107922,0.0
108129,0.0
108273,0.0
108348,0.0
108410,0.0
108619,0.0
108773,0.0
109226,0.0
109483,0.0
109503,0.0
109537,0.0
109608,1.0
109624,0.0
109705,0.0
110112,1.0
110232,1.0
110293,0.0
110305,0.0
110313,0.0
110660,0.0
110709,0.0
110719,0.0
110968,0.0
110984,0.0
111187,0.0
111299,0.0
111427,0.0
111678,0.0
111751,1.0
111850,0.0
112026,1.0
112181,0.0
112324,0.0
112330,0.0
112464,0.0
112619,0.0
112726,0.0
113223,0.0
113411,1.0
113573,0.0
113754,0.0
113985,0.0
114083,1.0
114166,1.0
114452,0.0
114490,0.0
114621,1.0
114633,0.0
115166,0.0
115287,0.0
115664,1.0
115798,0.0
115845,0.0
115978,0.0
116131,0.0
116311,0.0
116349,0.0
116556,0.0
116627,0.0
117042,0.0
117163,0.0
117188,1.0
117343,0.0
117453,1.0
117760,0.0
117861,0.0
117998,0.0
118037,0.0
118356,0.0
118456,0.0
118590,0.0
118861,0.0
118865,0.0
118983,0.0
119544,0.0
119666,0.0
119816,0.0
119838,0.0
120157,0.0
120203,0.0
120271,0.0
120292,0.0
120323,0.0
120384,0.0
120403,0.0
120507,0.0
120520,0.0
120559,0.0
120622,0.0
120625,0.0
120765,0.0
120806,0.0
121056,0.0
121153,1.0
121342,1.0
121367,0.0
121421,0.0
121514,0.0
121999,0.0
122143,0.0
122377,0.0
122920,0.0
123261,0.0
123803,0.0
123872,0.0
124015,0.0
124117,0.0
124192,0.0
124325,0.0
124500,1.0
124523,0.0
124578,0.0
124631,0.0
125134,0.0
125226,0.0
125590,0.0
125836,0.0
125887,0.0
125988,0.0
125995,0.0
126026,0.0
126154,0.0
126380,0.0
126572,0.0
126645,1.0
126659,0.0
126698,0.0
126717,0.0
126862,0.0
126868,0.0
126958,0.0
127289,0.0
127480,0.0
127541,0.0
127931,0.0
128080,0.0
128207,0.0
128251,0.0
128378,0.0
128548,0.0
128714,1.0
128902,0.0
128916,0.0
129011,0.0
129229,1.0
129243,0.0
129540,0.0
129627,0.0
129762,0.0
129779,0.0
129852,0.0
129942,0.0
129989,0.0
129990,0.0
130019,0.0
130035,1.0
130151,0.0
130328,0.0
130464,0.0
130535,0.0
130594,0.0
130596,0.0
130957,0.0
131018,0.0
131087,0.0
131207,0.0
131389,0.0
131419,0.0
131512,0.0
131802,0.0
132226,1.0
132312,0.0
132361,0.0
132368,0.0
132526,0.0
132695,0.0
132740,0.0
132831,0.0
133226,0.0
133262,0.0
133516,0.0
133801,0.0
133826,0.0
134015,0.0
134182,1.0
134255,0.0
134438,0.0
134620,0.0
135069,0.0
135101,0.0
135105,0.0
135197,0.0
135631,0.0
135637,0.0
135863,0.0
135909,0.0
135912,0.0
135963,0.0
136149,0.0
136415,0.0
136494,0.0
136634,0.0
136676,1.0
136712,0.0
136738,0.0
136870,1.0
136932,0.0
137260,0.0
137276,0.0
137289,0.0
137478,0.0
137991,0.0
138292,0.0
138315,0.0
139097,0.0
139114,0.0
139152,0.0
139179,0.0
139274,0.0
139288,0.0
139455,0.0
139479,0.0
139497,0.0
139578,0.0
139649,0.0
139854,0.0
139901,0.0
139956,0.0
139999,0.0
140008,1.0
140348,0.0
140736,0.0
140910,0.0
140940,0.0
141086,0.0
141994,0.0
142179,0.0
142326,0.0
142564,1.0
142578,0.0
142806,0.0
142836,0.0
142882,0.0
143104,1.0
143170,0.0
143327,1.0
143405,0.0
143482,0.0
143529,0.0
143639,0.0
143675,0.0
143910,1.0
143987,1.0
144021,0.0
144027,0.0
144523,0.0
144652,1.0
144774,0.0
144950,0.0
144996,0.0
145064,0.0
145193,0.0
145226,0.0
145293,0.0
145387,0.0
145619,0.0
145686,0.0
145705,0.0
145851,0.0
146077,1.0
146135,0.0
146310,0.0
146475,0.0
146495,0.0
146538,0.0
146545,0.0
146729,0.0
146736,0.0
146837,0.0
146989,0.0
147074,0.0
147158,0.0
147161,0.0
147261,0.0
147352,0.0
147414,0.0
147420,0.0
147600,0.0
147614,0.0
147956,0.0
148097,0.0
148398,1.0
148513,1.0
148536,0.0
148562,0.0
148603,0.0
149128,0.0
149339,0.0
149419,0.0
149474,0.0
149494,0.0
149520,0.0
149578,0.0
149812,0.0
149840,0.0
149871,0.0
150015,0.0
150166,0.0
150217,0.0
150269,0.0
150275,0.0
150293,0.0
150370,0.0
150454,0.0
150467,0.0
150633,0.0
150886,0.0
150893,0.0
150937,0.0
151439,0.0
151615,0.0
151693,0.0
151738,0.0
151746,0.0
151946,0.0
152156,0.0
152169,0.0
152288,0.0
152348,0.0
152617,0.0
152776,0.0
152885,0.0
152920,0.0
152983,0.0
153559,0.0
153675,0.0
153723,0.0
153856,0.0
153868,0.0
153948,1.0
154054,0.0
154109,0.0
154436,0.0
154487,0.0
154633,0.0
154854,0.0
155228,0.0
155499,0.0
155554,0.0
155559,0.0
155618,0.0
155682,0.0
155714,0.0
155884,0.0
155909,1.0
156094,0.0
156221,0.0
156402,0.0
156459,0.0
156744,0.0
156801,1.0
157015,0.0
157016,0.0
157320,0.0
157816,0.0
157828,0.0
157916,0.0
158154,0.0
158264,0.0
158389,0.0
158435,0.0
158557,0.0
158567,0.0
158575,0.0
158784,0.0
158930,0.0
159029,0.0
159085,0.0
159452,0.0
159998,0.0
160021,0.0
160143,0.0
160207,0.0
160335,0.0
160658,0.0
160862,0.0
161113,0.0
161509,1.0
161693,0.0
161743,0.0
162072,0.0
162213,1.0
162215,0.0
162243,0.0
162270,0.0
162455,0.0
162548,0.0
162693,0.0
162772,1.0
162798,0.0
162883,0.0
163092,0.0
163205,0.0
163255,0.0
163327,1.0
163412,0.0
163509,0.0
163869,0.0
163911,0.0
164086,0.0
164377,0.0
164692,0.0
165122,0.0
165457,0.0
165753,0.0
165788,0.0
165836,0.0
165838,0.0
165963,1.0
166154,0.0
166292,0.0
166614,0.0
166648,0.0
166763,0.0
166829,0.0
167012,1.0
167035,0.0
167063,0.0
167081,0.0
167689,0.0
167700,0.0
167703,0.0
167750,0.0
167757,0.0
167768,0.0
167855,0.0
167971,0.0
168081,0.0
168137,0.0
168268,0.0
168346,0.0
168458,0.0
168611,0.0
168627,0.0
168707,0.0
168883,0.0
168981,0.0
169282,0.0
169344,0.0
169384,0.0
169386,0.0
169607,0.0
169886,0.0
170334,0.0
170363,0.0
170893,0.0
170937,0.0
170989,1.0
171124,0.0
171154,0.0
171435,1.0
171462,0.0
171678,0.0
171826,0.0
171896,1.0
171932,0.0
171941,0.0
172170,0.0
172283,0.0
172447,0.0
172531,0.0
172606,0.0
172778,0.0
172862,0.0
173358,1.0
173365,0.0
173495,0.0
173729,0.0
173756,0.0
173879,1.0
173883,0.0
173897,0.0
174041,0.0
174164,0.0
174187,0.0
174278,0.0
174430,0.0
174482,0.0
174672,0.0
174825,0.0
174844,0.0
174888,0.0
175070,0.0
175290,0.0
175317,0.0
175378,0.0
175484,0.0
175667,0.0
175754,0.0
175764,0.0
175952,0.0
176038,0.0
176205,1.0
176381,0.0
176398,0.0
176424,0.0
176489,0.0
176795,0.0
176799,0.0
176955,1.0
177264,0.0
177478,0.0
177741,0.0
178046,0.0
178115,0.0
178125,0.0
178236,0.0
178249,0.0
178486,0.0
178806,0.0
178857,0.0
178978,0.0
179411,0.0
179562,0.0
179637,0.0
180071,1.0
180100,0.0
180181,0.0
180215,0.0
180403,0.0
180610,0.0
180621,0.0
180631,0.0
180733,0.0
180965,0.0
181006,0.0
181164,0.0
181490,0.0
181716,1.0
181759,0.0
181975,0.0
182026,0.0
182039,0.0
182103,0.0
182783,1.0
182900,0.0
182936,0.0
183474,0.0
183582,0.0
183629,0.0
183740,0.0
183813,0.0
183831,0.0
183983,0.0
183992,0.0
184209,0.0
184543,0.0
184602,0.0
184617,0.0
184725,1.0
185196,0.0
185272,0.0
185463,0.0
185553,0.0
185695,0.0
185734,0.0
185746,0.0
186226,0.0
186251,1.0
186278,0.0
186387,0.0
186705,0.0
186841,0.0
186867,0.0
186921,0.0
187044,1.0
187240,0.0
187324,0.0
187513,0.0
187629,0.0
187649,0.0
187712,0.0
187750,0.0
187860,0.0
187911,0.0
188052,0.0
188166,0.0
188457,0.0
188539,0.0
188654,0.0
188870,0.0
188937,0.0
189104,0.0
189219,0.0
189233,0.0
189410,0.0
189509,0.0
189622,0.0
189644,0.0
189893,0.0
190182,0.0
190271,0.0
190278,0.0
190366,0.0
190418,0.0
190420,0.0
190470,0.0
190477,0.0
190980,0.0
191041,0.0
191071,0.0
191267,0.0
191356,0.0
191534,0.0
192050,0.0
192109,0.0
192601,1.0
192623,1.0
192943,0.0
193360,0.0
193487,0.0
193519,0.0
193599,0.0
193751,0.0
193795,0.0
194249,0.0
194645,0.0
194670,0.0
194671,0.0
194790,0.0
194988,0.0
195553,0.0
195629,0.0
195630,0.0
195643,0.0
195902,0.0
195964,0.0
196005,0.0
196010,0.0
196147,0.0
197044,0.0
197323,0.0
197380,0.0
197407,0.0
197458,0.0
198245,0.0
198833,0.0
198840,0.0
198933,1.0
199081,0.0
199232,0.0
199245,0.0
199558,0.0
199735,0.0
199741,0.0
199814,1.0
199887,0.0
200261,0.0
200330,0.0
200353,0.0
200474,1.0
200773,1.0
201130,0.0
201148,0.0
201279,0.0
201681,0.0
201822,0.0
201919,0.0
202049,0.0
202065,0.0
202088,0.0
202166,1.0
202233,0.0
203304,0.0
203480,0.0
203585,0.0
203673,0.0
203968,0.0
204171,0.0
204336,0.0
204595,0.0
204720,0.0
204809,0.0
204892,0.0
205295,0.0
205573,0.0
205590,0.0
205834,0.0
205956,0.0
205978,0.0
206599,0.0
206750,0.0
206881,0.0
207020,0.0
207187,0.0
207227,0.0
207531,0.0
207603,0.0
207717,0.0
207978,0.0
207994,0.0
208004,0.0
208101,0.0
208165,0.0
208247,1.0
208278,0.0
208857,0.0
208909,0.0
209084,0.0
209087,0.0
209318,0.0
209544,0.0
209584,0.0
209594,0.0
209777,0.0
209803,0.0
210055,0.0
210105,0.0
210186,1.0
210273,0.0
210399,0.0
210473,0.0
210539,0.0
210546,0.0
210651,0.0
211007,0.0
211061,0.0
211467,0.0
211559,0.0
211789,0.0
211813,0.0
211850,0.0
211916,0.0
212223,0.0
212375,1.0
212402,0.0
212639,0.0
212767,0.0
212811,0.0
212824,0.0
212995,0.0
213103,0.0
213172,0.0
213238,0.0
213449,0.0
213564,0.0
213664,0.0
213750,0.0
213754,0.0
213968,0.0
214111,0.0
214196,0.0
214253,1.0
214257,0.0
214323,0.0
214534,0.0
214619,0.0
214687,0.0
214726,0.0
214740,0.0
214957,0.0
215182,0.0
215264,0.0
215449,0.0
215665,0.0
215895,0.0
215902,0.0
216318,0.0
216421,0.0
216425,0.0
216649,1.0
216815,0.0
216855,0.0
216877,1.0
216906,0.0
217076,0.0
217298,0.0
217357,0.0
217573,0.0
217717,0.0
217917,0.0
218628,0.0
218920,0.0
219365,0.0
219387,0.0
219644,0.0
219676,0.0
219842,0.0
219849,0.0
219932,0.0
220117,0.0
220172,0.0
220359,0.0
220825,0.0
221092,0.0
221207,1.0
221212,0.0
221245,0.0
221360,0.0
221564,0.0
222158,1.0
222335,0.0
222372,0.0
222602,0.0
222640,0.0
222743,0.0
222822,0.0
223047,0.0
223090,1.0
223093,1.0
223330,1.0
223941,0.0
224160,0.0
224320,0.0
224552,0.0
224579,0.0
224794,0.0
224805,0.0
224814,1.0
224900,0.0
224910,0.0
225034,1.0
225413,0.0
225490,0.0
225928,0.0
225960,0.0
225966,0.0
226272,0.0
226312,0.0
226375,1.0
226396,0.0
226414,0.0
226429,0.0
226568,0.0
226979,0.0
227096,0.0
227280,0.0
227642,0.0
227893,0.0
228131,0.0
228247,0.0
228371,0.0
228374,0.0
228382,0.0
228506,0.0
228527,0.0
228727,0.0
228880,0.0
228923,0.0
229145,0.0
229150,0.0
229510,0.0
229605,0.0
229646,0.0
229879,0.0
229880,0.0
229903,0.0
229938,0.0
230048,0.0
